"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","PROP_MATURE_lo","PROP_MATURE_hi"
"168",1995,"SNOW","ALL",47.5,0.0363150069664378,0.0240031529113538,0.0543691704186725
"169",1995,"SNOW","ALL",52.5,0.0969938729127488,0.076826057791548,0.12494017634019
"170",1995,"SNOW","ALL",57.5,0.175100780870083,0.141101801330462,0.217731295170866
"171",1995,"SNOW","ALL",62.5,0.239882904756255,0.200192027016519,0.287091599177259
"172",1995,"SNOW","ALL",67.5,0.293071436104558,0.254861958602353,0.332776693349691
"173",1995,"SNOW","ALL",72.5,0.333927068011768,0.294541450978354,0.378592291984947
"174",1995,"SNOW","ALL",77.5,0.366890704324568,0.333108019755745,0.407706034876774
"175",1995,"SNOW","ALL",82.5,0.36128322263867,0.328213234842652,0.396708087317197
"176",1995,"SNOW","ALL",87.5,0.331341283596287,0.296581716766666,0.368380948257081
"177",1995,"SNOW","ALL",92.5,0.423233173038204,0.380156320242078,0.470634860112407
"178",1995,"SNOW","ALL",97.5,0.532687984252871,0.471306511266738,0.598375639433404
"179",1995,"SNOW","ALL",102.5,0.686326759361611,0.621818904697976,0.743713062498978
"180",1995,"SNOW","ALL",107.5,0.861541010165729,0.811573118231499,0.901008762341402
"181",1995,"SNOW","ALL",112.5,0.953911459798783,0.935825414618068,0.967332309001319
"182",1995,"SNOW","ALL",117.5,0.971614741002257,0.956561178346282,0.981573789322755
"183",1995,"SNOW","ALL",122.5,0.984073374870144,0.972952428480393,0.990662528497438
"184",1995,"SNOW","ALL",127.5,0.992043686595519,0.983453060461117,0.996565351864059
"185",1995,"SNOW","ALL",132.5,0.99420730231444,0.982217524212445,0.998623178344409
"186",1995,"SNOW","ALL",137.5,0.993282108847065,0.964499907062592,0.999546642021356
"187",1996,"SNOW","ALL",12.5,0.000242435753875202,1.25065988979757e-06,0.00125962590011048
"188",1996,"SNOW","ALL",17.5,0.00281826146320458,3.10253371757235e-05,0.0254189491200683
"189",1996,"SNOW","ALL",22.5,0.00276556908602858,9.92796769917988e-05,0.0171549885016237
"190",1996,"SNOW","ALL",27.5,0.00585475056170428,0.000475684254544208,0.0249641301227319
"191",1996,"SNOW","ALL",32.5,0.00363670712464859,0.000341852644832321,0.0174181762536945
"192",1996,"SNOW","ALL",37.5,0.0111215340464413,0.00126183735287001,0.0447429553057992
"193",1996,"SNOW","ALL",42.5,0.041273876624076,0.00782735131169501,0.13056424939677
"194",1996,"SNOW","ALL",47.5,0.11010582687267,0.0321975978752819,0.27904474873013
"195",1996,"SNOW","ALL",52.5,0.1876789268111,0.0961757345448878,0.322836034650661
"196",1996,"SNOW","ALL",57.5,0.240932328052309,0.169592253531699,0.322809288462797
"197",1996,"SNOW","ALL",62.5,0.260018249340111,0.20156635758856,0.33260555650299
"198",1996,"SNOW","ALL",67.5,0.301705470703152,0.244685136076064,0.37991722667706
"199",1996,"SNOW","ALL",72.5,0.339949769874689,0.293582223550352,0.398190168301771
"200",1996,"SNOW","ALL",77.5,0.356643997231454,0.313206534226778,0.403785213533658
"201",1996,"SNOW","ALL",82.5,0.351078677184944,0.315924027705975,0.392392427495207
"202",1996,"SNOW","ALL",87.5,0.328830643092289,0.294717790644016,0.374370891079821
"203",1996,"SNOW","ALL",92.5,0.36248818780928,0.328274822350167,0.403450858922336
"204",1996,"SNOW","ALL",97.5,0.443378758087388,0.408612478863833,0.48406998231589
"205",1996,"SNOW","ALL",102.5,0.612762576913246,0.569423033859435,0.661560266835395
"206",1996,"SNOW","ALL",107.5,0.777455491462083,0.735592698485533,0.817001608597677
"207",1996,"SNOW","ALL",112.5,0.85175947160688,0.807649146320235,0.891684245033468
"208",1996,"SNOW","ALL",117.5,0.876328395924853,0.828171551443505,0.916143614044545
